Unnamed: 0,Job_Role,Android,Angular,AWS,Azure,Blockchain,Bootstrap,C#,C++,Confluence,CSS,CSS3,Data Science,DigitalOcean,Django,Docker,Ethereum,Git,Google Cloud Platform,GraphQL,Heroku,HTML,HTML5,iOS,Java,JavaScript,Jira,Kubernetes,LESS,Machine Learning,MERN Stack,MongoDB,Node.js,PHP,Python,PyTorch,React,RESTful API,Ruby,R,Sass,Solidity,Spring Framework,SQL,Swift,TensorFlow,TypeScript,Unity,Vue.js
771,MERN Developer,3,3,2,3,3,3,3,2,2,0,3,3,2,2,3,2,3,3,3,3,2,2,3,2,3,2,2,3,2,0,3,3,2,3,3,3,2,2,2,3,2,2,0,3,3,0,3,0
772,Full Stack Developer,3,2,3,3,3,2,2,2,0,3,2,0,2,3,3,2,3,3,0,3,3,2,3,0,3,3,3,2,2,2,2,3,3,3,0,3,3,2,2,2,3,2,3,3,2,2,3,3
773,Frontend Development Lead,3,3,3,3,0,3,0,3,3,3,3,0,3,2,2,2,3,2,2,3,3,3,3,2,3,2,2,0,3,2,2,2,3,3,0,3,2,2,3,2,2,3,3,2,2,2,2,2
774,Game Developer,0,3,2,0,2,3,3,3,0,2,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,2,3,0,3,2,2,2,2,3,3,3,3,3,2,2,3,3,3,2,2,3,3,0
775,DevOps Engineer,3,0,3,0,3,3,3,3,3,2,0,2,0,3,3,0,3,2,3,2,2,3,2,3,2,2,3,3,3,2,2,3,2,3,2,3,2,2,2,3,3,3,3,2,3,2,3,3
776,Cloud Architect,2,0,3,3,0,3,3,3,3,3,2,2,2,3,3,3,3,2,3,2,2,2,0,3,0,2,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,2,2,0,2,3
777,AI Product Manager,0,3,3,2,2,0,3,2,3,2,3,0,3,3,3,3,3,0,3,2,2,3,2,2,3,2,3,3,2,3,3,3,3,0,3,3,3,3,2,2,3,3,2,2,2,2,3,3
778,Frontend Development Lead,2,3,3,3,0,2,0,3,3,3,3,0,3,2,3,2,3,3,3,2,3,2,2,3,3,2,3,0,3,3,2,3,3,2,0,3,2,2,2,2,2,3,3,2,3,3,3,3
779,Cybersecurity Manager,0,2,2,3,2,2,2,0,3,3,2,3,3,3,3,3,3,3,2,2,0,2,3,3,2,2,3,2,2,2,3,3,3,2,2,3,2,3,0,0,3,2,3,2,3,3,2,3
780,Data Product Manager,2,2,2,2,2,3,3,2,2,0,2,0,2,3,3,2,3,3,3,2,3,3,3,3,3,2,2,3,2,2,3,3,0,3,2,3,2,0,2,2,2,3,3,2,3,2,0,3
781,Android Developer,3,2,2,2,3,2,2,0,2,3,2,2,0,3,2,3,3,3,0,3,2,2,2,3,3,2,3,2,3,2,2,3,3,2,2,3,3,0,3,2,3,3,0,3,2,3,2,3
782,UX Designer,3,3,2,3,2,3,2,2,2,0,3,3,3,2,3,3,3,2,3,0,2,2,2,2,3,2,0,3,3,3,0,2,2,3,3,3,3,3,2,0,2,3,2,3,2,3,3,2
783,Data Engineering Lead,2,3,3,3,3,3,3,2,3,0,3,2,2,0,3,0,3,3,2,2,2,2,3,0,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,0,2,2
784,Cloud Architect,2,0,3,3,0,3,3,2,3,2,3,3,3,2,3,2,3,2,3,3,2,2,0,3,0,3,2,3,3,2,2,2,2,3,3,3,2,3,2,3,3,3,2,3,2,0,2,3
785,Product Owner,2,2,3,2,2,3,2,3,2,3,0,2,3,3,3,3,3,0,2,3,2,3,2,2,3,3,0,3,2,0,3,3,3,3,3,2,2,0,2,2,3,3,2,3,2,3,3,3
786,Embedded Software Engineer,2,3,0,3,3,3,3,3,2,2,0,2,3,3,3,2,3,3,3,3,0,3,2,3,3,2,3,2,3,2,2,0,0,3,2,2,2,2,2,3,2,2,3,2,3,3,2,3
787,Cybersecurity Engineer,3,2,3,2,0,0,3,2,0,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,2,3,2,0,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,0
788,Software Development Manager,0,2,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2,3,0,3,3,3,0,2,3,2,0,2,2,2,3,2,2,3,3,3,3,3,3,2,3,2,2,3,0
789,UI Architect,2,3,2,3,2,2,2,2,3,3,3,3,0,3,3,0,3,0,3,3,3,3,2,2,3,0,3,3,2,2,2,0,2,3,2,3,3,3,2,3,2,3,2,3,2,2,2,3
790,DevOps Engineer,3,0,3,0,3,3,3,2,3,2,0,2,0,3,3,0,3,2,2,2,3,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,3,2,3,3
791,Cybersecurity Lead,2,2,3,0,2,0,0,2,2,2,3,2,2,3,2,0,3,2,2,3,0,3,2,3,2,2,2,2,2,3,2,3,3,2,3,2,3,2,3,2,2,3,2,2,3,3,3,3
792,Big Data Engineer,0,0,2,3,3,2,2,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,0,2,3,3,2,2,3,0,2,3,2,2,2,0,3,2,2,3,2,2,2,3,3,2,3
793,Game Developer,0,3,3,0,3,2,3,3,0,3,2,3,3,3,2,2,3,3,2,2,3,3,2,2,3,3,3,0,3,2,3,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,0
794,Big Data Engineer,0,0,3,3,2,3,2,2,2,2,2,2,3,3,2,2,3,3,2,2,3,3,3,0,3,3,2,3,3,3,0,2,2,2,2,3,0,2,2,2,3,3,3,3,3,3,3,3
795,Data Engineering Lead,2,3,2,2,2,3,2,3,3,0,3,3,3,0,3,0,3,2,2,2,3,3,3,0,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,2,0,2,3
796,Backend Architect,0,3,0,2,2,3,3,3,2,0,3,3,3,3,3,3,3,2,3,2,2,3,3,3,2,2,3,3,3,3,3,2,2,3,3,2,3,2,3,2,2,2,2,2,0,2,2,0
797,AI Product Manager,0,2,2,3,2,0,2,2,2,3,2,0,2,2,2,2,3,0,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,0,2,2,2,3,3,2,3,2,3,3,2,3,3,3
798,iOS Developer,0,3,3,2,2,0,3,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,0,2,2,3,2,0,2,3,2,3,3,2,3,3,2,0,2
799,Frontend Engineer,3,3,3,3,2,2,2,3,0,3,2,2,2,3,2,3,3,2,0,3,3,2,3,3,3,2,2,3,2,0,0,0,2,2,2,3,2,2,2,3,3,2,2,2,2,2,3,3
800,Network Administrator,0,0,0,3,3,3,3,3,3,3,2,2,3,3,2,3,3,2,2,3,3,2,2,2,2,2,3,3,3,3,0,3,3,2,2,2,3,3,3,2,3,3,2,3,2,0,2,2
801,Game Developer,0,3,2,0,3,3,3,2,0,3,2,3,2,3,3,3,3,3,2,3,2,3,3,2,2,3,2,0,3,3,2,2,2,2,2,3,2,3,3,2,2,3,3,3,3,3,3,0
802,UX Lead,3,0,3,3,0,2,3,3,0,3,3,2,3,2,2,3,3,3,2,3,2,3,0,3,3,3,2,3,0,2,3,3,3,2,2,3,3,3,2,2,2,3,2,2,3,2,3,2
803,UX Designer,3,3,3,3,3,2,2,3,3,0,3,3,2,3,3,3,3,2,3,0,2,3,2,2,3,2,0,2,3,3,0,2,2,2,3,2,2,3,2,0,3,3,3,2,3,3,2,2
804,Big Data Engineer,0,0,2,2,3,2,3,3,3,2,2,2,2,2,3,3,3,2,2,3,3,3,2,0,3,3,3,2,3,2,0,3,3,3,2,2,0,3,2,3,3,2,3,3,2,3,2,2
805,DevOps Lead,2,3,3,2,3,2,0,3,2,3,3,3,2,3,3,0,3,2,0,3,2,3,3,3,3,3,3,0,3,2,3,0,2,3,3,2,3,2,3,3,3,3,2,2,3,2,2,3
806,Embedded Software Engineer,3,3,0,2,2,3,2,3,3,2,0,3,3,3,2,3,3,2,3,2,0,3,2,2,2,3,3,2,2,2,2,0,0,2,3,2,2,2,2,3,3,3,2,3,2,2,2,2
807,QA Manager,0,3,2,3,2,3,2,0,3,2,3,0,3,3,3,3,3,2,0,2,2,2,3,3,2,3,3,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,3,3,2,2,3,0
808,Data Scientist,2,3,3,2,0,3,2,3,2,3,2,3,0,2,3,2,3,0,2,3,3,3,0,3,3,3,3,3,2,2,2,2,3,3,2,3,3,2,3,3,2,2,3,0,2,3,2,2
809,Business Analyst,2,3,3,2,3,0,2,0,3,2,3,3,2,3,3,0,3,3,3,2,3,2,3,3,3,2,2,2,3,3,2,3,2,2,2,3,2,0,3,0,3,3,3,3,2,3,3,3
810,Software Developer,3,3,0,2,0,0,3,3,2,3,2,3,2,3,0,3,3,3,0,3,2,3,2,3,3,2,3,3,2,3,2,2,3,3,2,3,2,3,3,3,2,3,2,2,2,3,2,3
811,iOS Developer,0,3,3,3,3,0,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,2,3,3,2,3,3,3,2,2,2,0,3,2,3,2,0,2,3,2,2,3,2,3,2,2,0,2
812,Technical Writer,3,3,0,0,3,3,3,2,3,3,3,2,3,3,0,3,3,2,2,2,2,0,3,3,2,3,2,3,0,2,2,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,2,3
813,Software Engineer,0,2,0,2,2,0,2,3,2,3,2,0,3,3,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,3,2,2,0,3,2,2,3,3,3
814,Solutions Architect,3,0,3,3,3,0,2,3,3,2,0,2,3,3,2,3,3,0,2,3,2,3,2,2,3,3,2,3,3,2,3,2,2,3,2,3,2,3,0,3,2,2,2,3,2,2,3,2
815,Data Modeler,3,3,3,2,2,2,2,2,3,2,0,3,3,3,2,2,3,2,3,0,2,0,3,3,2,2,2,3,3,0,2,2,2,0,3,3,3,3,2,3,3,3,3,3,2,3,2,3
816,IT Support Specialist,2,3,3,3,0,2,3,3,3,0,3,3,3,3,2,3,3,2,0,3,2,2,3,0,3,3,2,3,2,0,3,3,2,3,3,3,3,2,3,3,2,3,3,2,2,2,3,3
817,UI Developer,3,2,2,3,3,3,3,2,2,3,3,3,2,3,3,0,3,0,2,2,3,0,3,3,3,0,2,2,0,3,2,2,3,2,2,3,2,3,3,3,3,3,2,2,2,2,3,3
818,Product Development Manager,3,0,3,2,3,0,3,2,2,3,3,3,2,0,2,3,3,3,0,3,2,3,2,3,3,2,0,3,3,2,2,2,2,2,3,2,3,2,2,3,3,2,2,2,2,3,3,2
819,Cybersecurity Lead,3,3,2,0,3,0,0,3,3,3,2,3,2,3,2,0,3,3,2,2,0,3,2,3,3,2,2,2,3,3,3,2,3,3,2,2,3,2,2,3,2,3,2,3,2,3,3,2
820,AI Engineer,3,2,0,2,2,3,2,3,2,3,2,2,2,3,2,0,3,2,3,2,3,2,3,2,2,3,2,0,2,3,3,2,2,3,3,3,2,2,3,2,2,0,3,2,3,2,0,3
821,Project Manager,2,2,2,3,3,0,2,0,2,3,3,3,2,0,2,3,3,2,3,2,3,3,2,3,3,3,0,3,2,3,2,2,2,3,3,2,2,2,2,3,0,2,2,3,2,3,3,2
822,Technical Writer,3,2,0,0,3,2,2,3,3,2,3,2,2,3,0,2,3,2,2,3,2,0,2,3,3,2,3,3,0,2,3,3,2,3,2,2,3,2,2,2,3,2,3,3,3,3,3,2
823,Data Science Manager,0,2,3,2,0,2,3,0,3,3,3,3,3,3,2,2,3,2,3,3,2,2,0,2,0,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3
824,Data Architect,3,2,3,2,2,3,2,3,0,0,3,2,3,2,3,2,3,3,3,3,3,3,2,2,2,2,2,0,2,3,2,3,3,2,2,2,2,3,2,3,2,3,3,3,0,3,3,0
825,Backend Engineer,2,3,2,2,2,3,2,0,3,2,0,2,3,3,2,2,3,3,0,3,3,2,3,3,0,3,2,3,3,3,2,3,3,3,2,2,2,2,3,3,2,2,3,2,0,2,3,3
826,Automation Engineer,2,0,3,2,3,3,0,3,2,3,3,3,3,3,2,3,3,3,3,2,3,0,2,2,0,2,2,3,3,2,2,3,0,3,3,2,3,3,2,2,2,2,3,2,3,3,3,2
827,AI Engineer,2,2,0,3,2,2,3,3,2,2,2,3,3,3,2,0,3,3,2,2,3,2,2,2,3,2,3,0,3,3,3,3,2,3,3,2,2,2,3,3,3,0,2,2,3,3,0,3
828,Network Administrator,0,0,0,2,3,2,3,3,2,2,3,2,3,2,2,3,3,2,3,2,3,3,2,2,3,2,2,2,3,3,0,3,3,3,2,3,2,3,3,2,3,2,3,2,2,0,2,2
829,System Administrator,2,3,3,2,0,0,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,3,2,3,3,0,2,2,3,0,0,3,3,3,3,2,2,3,2,2,3,3,2,2
830,Embedded Systems Engineer,2,3,2,2,2,3,2,3,2,3,3,3,2,0,2,2,3,2,2,0,3,2,0,3,0,2,2,2,2,3,3,3,2,3,2,0,3,2,3,3,2,2,2,3,3,3,3,2
831,Software Development Director,2,2,3,3,3,2,2,3,2,0,2,3,0,3,2,0,3,3,3,3,3,3,2,2,0,2,3,0,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3
832,Data Engineering Lead,2,2,3,2,2,2,2,3,2,0,2,3,3,0,3,0,3,2,3,3,2,3,3,0,3,3,3,3,2,3,2,2,2,3,2,3,3,2,2,2,2,2,3,2,3,0,3,3
833,Frontend Engineer,3,3,3,2,3,2,3,2,0,3,2,2,2,3,2,2,3,2,0,2,3,3,2,3,3,3,3,2,3,0,0,0,3,3,3,3,3,2,3,2,3,2,3,2,2,3,2,3
834,Data Engineer,2,0,3,3,3,0,2,3,3,0,3,3,2,3,3,3,3,0,2,2,2,2,3,2,2,2,3,3,2,3,3,3,3,3,3,2,3,2,2,3,0,2,3,2,2,2,3,2
835,Network Administrator,0,0,0,3,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3,3,2,3,2,2,3,3,3,3,0,3,2,2,3,2,3,2,2,2,3,2,2,2,2,0,2,2
836,Cybersecurity Lead,3,2,3,0,3,0,0,2,2,3,2,2,3,3,2,0,3,3,2,2,0,3,2,3,3,3,2,3,2,2,3,3,3,3,2,2,2,2,2,2,3,2,3,3,2,2,3,3
837,UX Lead,2,0,3,3,0,3,2,2,0,2,3,3,3,2,3,3,3,2,3,3,2,2,0,3,3,3,2,2,0,3,2,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,2,2
838,AI Engineer,3,2,0,3,2,2,2,2,3,3,3,3,3,2,3,0,3,2,2,2,3,3,3,3,3,3,2,0,2,3,2,2,3,3,3,3,2,2,3,3,3,0,3,2,3,3,0,3
839,Business Analyst,3,3,3,3,3,0,2,0,3,3,2,3,3,2,2,0,3,3,2,2,2,3,2,3,2,3,2,3,3,2,3,3,2,3,3,3,3,0,2,0,2,2,2,2,3,3,2,3
840,System Administrator,3,3,3,3,0,0,3,2,3,3,2,2,2,2,3,3,3,2,2,2,2,3,2,2,3,2,3,3,2,0,3,2,2,0,0,3,2,3,3,3,3,3,3,2,2,2,3,3
841,Frontend Development Lead,3,3,2,2,0,2,0,2,3,3,3,0,3,2,2,3,3,3,3,3,3,2,2,2,3,2,2,0,3,2,3,2,3,2,0,3,3,3,2,2,2,2,2,2,2,3,2,2
842,Cloud Solutions Architect,2,0,3,3,2,3,3,2,2,3,2,2,2,3,0,2,3,2,2,0,3,2,3,2,0,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,2,3,2,3,0,2,3,2
843,System Administrator,2,3,3,3,0,0,3,2,2,3,3,2,2,2,2,2,3,2,3,3,2,3,2,3,3,2,3,2,2,0,3,3,3,0,0,2,3,3,2,3,2,2,2,3,3,2,3,2
844,Data Engineer,2,0,3,3,3,0,2,3,2,0,2,2,2,3,3,2,3,0,2,3,3,2,2,3,3,2,2,2,2,2,2,3,3,3,2,2,2,3,2,3,0,3,3,3,2,2,3,3
845,Frontend Developer,3,3,2,0,0,3,2,3,3,3,2,0,0,3,3,0,3,2,2,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2
846,Data Engineering Lead,2,2,2,3,2,2,3,2,2,0,2,2,2,0,3,0,3,2,3,3,3,2,3,0,2,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,2,2,3,3,2,0,2,3
847,Cloud Security Engineer,2,3,2,2,2,2,3,3,3,3,2,2,0,2,0,3,3,3,3,2,2,3,3,2,3,3,2,3,3,3,0,2,2,3,2,3,0,3,3,3,0,3,2,2,2,3,3,3
848,Cybersecurity Engineer,2,2,3,2,0,0,2,3,0,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,2,0,2,2,3,3,3,3,3,2,2,2,3,3,3,3,3,0
849,AI Product Manager,0,2,2,3,3,0,2,2,2,2,2,0,2,3,2,2,3,0,2,3,3,2,2,3,2,3,3,2,3,3,3,2,2,0,3,3,2,2,2,2,3,2,3,2,2,3,2,2
850,Backend Development Lead,2,3,2,3,2,2,3,3,3,0,3,3,3,3,3,3,3,2,0,2,3,0,0,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,3,2,0,2,2
851,Technical Support Engineer,3,2,3,3,2,3,0,3,3,0,2,2,3,3,0,3,3,2,2,2,3,2,2,2,3,2,0,0,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,2,3,3,2,3
852,AI Engineer,3,3,0,2,3,2,2,3,3,2,3,2,2,2,3,0,3,2,2,3,3,3,3,2,3,2,3,0,3,2,2,3,3,3,3,2,3,2,3,3,2,0,3,3,3,3,0,2
853,Product Owner,3,2,3,3,3,3,2,3,2,2,0,2,2,3,2,3,3,0,2,2,3,2,3,2,3,2,0,3,3,0,3,3,3,3,3,2,3,0,3,3,2,2,3,3,3,2,2,3
854,Data Product Manager,2,3,3,3,2,3,2,3,3,0,2,0,2,3,3,3,3,3,3,2,2,2,2,3,3,3,2,3,2,2,2,2,0,2,2,3,2,0,3,3,3,2,3,3,3,2,0,3
855,UX Architect,3,2,2,2,2,3,3,2,2,0,2,3,3,3,0,0,3,3,3,3,2,3,3,3,2,3,3,2,0,3,2,2,3,2,2,3,3,2,2,0,2,2,3,3,3,2,2,2
856,Backend Development Manager,3,3,2,2,3,2,2,0,2,2,3,3,3,3,2,2,3,0,3,3,3,0,3,3,3,3,2,2,3,2,3,3,2,3,3,2,3,2,0,2,2,2,3,0,2,2,3,2
857,Full Stack Developer,2,3,2,3,3,3,3,3,0,3,3,0,3,3,2,3,3,2,0,3,3,2,2,0,3,2,2,3,2,3,2,3,3,3,0,3,2,3,3,3,2,3,2,2,3,3,3,3
858,Quality Assurance Engineer,3,3,2,0,0,3,3,3,3,3,0,2,3,3,0,2,3,2,2,2,2,2,3,3,2,3,3,3,2,2,2,0,2,2,3,3,2,3,2,3,2,2,3,2,2,3,3,2
859,Data Engineering Lead,3,2,2,3,2,2,3,2,2,0,2,3,3,0,3,0,3,2,3,3,2,2,2,0,2,3,3,2,3,3,3,2,2,3,2,2,3,2,2,3,3,2,3,2,2,0,2,2
860,Data Modeler,2,2,2,2,3,3,3,3,2,2,0,2,3,2,2,3,3,3,3,0,2,0,3,2,3,3,3,3,2,0,3,3,3,0,2,2,3,3,3,3,3,3,3,2,2,3,2,2
861,System Administrator,3,3,3,3,0,0,3,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,0,2,2,3,0,0,2,3,3,2,2,2,2,3,2,2,2,3,2
862,Cloud Solutions Architect,3,0,3,3,2,2,3,3,2,2,2,2,2,3,0,3,3,3,2,0,2,2,3,3,0,3,2,3,2,3,3,3,3,3,2,3,3,3,3,2,3,2,3,2,0,2,2,2
863,Data Engineering Lead,3,3,2,3,2,3,3,2,3,0,2,3,2,0,3,0,3,3,3,2,3,3,3,0,2,3,3,2,3,3,2,3,2,3,2,2,2,3,3,3,2,3,3,2,2,0,2,2
864,QA Automation Engineer,0,0,2,3,2,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,2,3,2,2,3,2,0,2,3,3,3,0,2,3,2,2,3,3,3,2,3,3,0,3,3,2,3,3
865,Frontend Architect,3,3,2,2,3,2,3,0,0,3,3,3,0,3,3,0,3,3,3,3,3,2,3,3,3,3,2,0,3,3,3,2,2,2,3,3,3,3,3,3,3,2,2,3,3,3,2,3
866,Cybersecurity Lead,3,2,3,0,2,0,0,2,3,2,3,3,2,2,2,0,3,2,3,3,0,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,3,2,3,3,3,2,3,3,3,2,2,2
867,AI Product Manager,0,3,2,3,3,0,3,3,2,2,3,0,3,3,2,3,3,0,2,2,3,3,3,3,3,2,3,2,3,2,3,3,3,0,2,2,2,3,2,2,2,2,2,3,2,3,2,3
868,Cloud Security Engineer,3,3,3,3,3,2,3,3,3,2,3,2,0,3,0,2,3,3,3,2,3,2,3,3,3,3,3,2,3,3,0,3,2,2,3,2,0,2,2,2,0,2,3,3,2,3,3,3
869,Software Architect,2,3,3,0,3,3,3,2,0,2,0,2,2,2,3,2,3,3,2,3,2,3,3,0,3,3,2,0,3,3,3,2,3,2,3,2,3,2,2,2,2,2,3,2,3,3,2,3
870,Cybersecurity Lead,2,2,3,0,2,0,0,3,3,3,2,2,3,3,3,0,3,3,3,2,0,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,3,2,3,2,2,2,2,3,2
871,Quality Assurance Engineer,2,3,2,0,0,2,2,2,3,2,0,3,3,3,0,3,3,2,3,2,3,3,2,3,3,3,3,2,2,3,3,0,2,2,3,2,3,3,3,3,3,2,3,3,3,2,3,3
872,Technical Support Engineer,3,2,3,2,3,3,0,2,3,0,2,3,2,2,0,2,3,3,3,3,2,2,3,2,3,3,0,0,3,3,3,2,3,3,2,2,3,3,2,3,2,3,3,2,2,3,3,3
873,AI Engineering Manager,0,3,3,3,3,3,2,3,0,2,0,3,3,3,2,2,3,3,3,2,3,3,3,0,2,2,2,3,3,3,0,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3,3
874,Cloud Security Engineer,3,3,3,2,2,3,3,3,3,2,3,2,0,2,0,3,3,2,3,2,2,3,2,2,3,3,3,3,2,3,0,3,3,3,3,3,0,3,2,2,0,2,3,2,2,3,3,2
875,Android Developer,3,3,3,2,2,3,3,0,2,3,3,2,0,2,3,2,3,2,0,2,3,2,3,3,2,2,2,3,2,2,3,2,2,2,2,3,3,0,3,2,3,2,0,2,3,3,3,3
876,Product Manager,2,3,3,3,3,2,3,0,2,3,0,3,2,2,2,3,3,2,3,2,3,3,2,3,3,3,2,3,2,2,0,3,2,3,3,2,3,2,3,3,2,2,0,3,0,2,2,2
877,Backend Development Lead,3,2,2,3,2,3,3,3,2,0,3,3,3,3,3,2,3,2,0,2,3,0,0,3,3,3,2,3,3,3,3,2,2,3,2,3,2,3,3,2,2,3,3,2,2,0,3,3
878,Data Modeler,2,2,3,2,3,2,3,3,2,2,0,3,2,3,2,3,3,3,2,0,2,0,2,3,2,2,2,3,3,0,3,3,2,0,3,3,2,3,3,3,3,3,3,2,2,3,3,2
879,Data Product Manager,2,3,3,2,3,2,3,3,3,0,3,0,3,2,3,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,2,3,0,2,2,2,2,0,2,3,3,3,2,3,2,3,0,2
880,UX Lead,3,0,3,3,0,3,3,3,0,2,2,2,2,2,2,2,3,2,3,2,2,3,0,2,2,2,3,3,0,2,3,2,3,2,3,2,2,3,3,3,3,2,3,2,2,2,3,2
881,ETL Developer,3,3,2,0,2,3,3,3,2,3,2,2,2,3,2,2,3,3,3,0,0,3,2,2,2,0,3,3,2,2,3,2,2,3,3,0,3,3,3,2,2,2,3,2,2,2,3,3
882,Technical Writer,2,2,0,0,3,2,3,3,2,3,2,3,3,3,0,2,3,2,2,2,3,0,2,2,2,2,2,3,0,2,3,2,2,3,2,3,3,2,2,2,2,3,2,2,3,2,2,3
883,Cybersecurity Analyst,3,0,3,0,2,0,2,2,2,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,3,2,3,2,2,3,2,2,3
884,Frontend Development Manager,3,3,3,0,2,2,0,2,2,3,2,3,3,3,3,3,3,2,3,3,3,3,2,2,3,3,0,3,2,2,2,3,3,0,2,3,2,3,0,2,2,3,3,2,2,2,2,2
885,Machine Learning Lead,2,0,0,3,2,2,3,0,2,2,0,3,2,2,2,2,3,3,2,3,3,2,2,3,2,0,2,3,3,2,3,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2
886,Cloud Architect,2,0,3,3,0,2,3,2,2,2,3,3,2,2,3,3,3,3,2,2,3,2,0,3,0,2,3,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,2,2,0,3,2
887,UX Designer,3,2,3,2,2,3,2,3,2,0,2,2,3,3,2,2,3,2,3,0,2,2,3,3,2,3,0,3,2,2,0,2,3,2,2,2,3,3,2,0,2,3,3,3,2,3,3,2
888,System Administrator,3,2,2,3,0,0,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,2,3,2,2,2,2,3,2,0,2,3,3,0,0,3,2,3,3,2,3,2,2,2,3,3,2,3
889,AI Product Manager,0,2,2,2,3,0,2,3,2,3,3,0,2,2,3,3,3,0,3,2,2,3,2,2,3,2,3,2,2,2,3,3,3,0,3,2,2,2,2,3,3,3,2,3,3,2,2,2
890,Data Modeler,3,3,3,2,2,2,2,3,3,3,0,2,2,3,3,3,3,2,3,0,3,0,2,3,2,3,3,2,3,0,2,2,3,0,3,2,2,3,3,3,2,2,3,3,3,3,3,3
891,Data Science Manager,0,2,2,2,0,2,2,0,3,3,3,3,3,3,2,2,3,3,2,2,3,2,0,3,0,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,2,2,3,2,2,2,3,3
892,Cloud Solutions Architect,3,0,3,3,3,3,3,2,3,3,3,2,3,3,0,2,3,3,2,0,2,3,3,3,0,3,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,0,3,2,2
893,QA Lead,3,3,2,3,2,2,2,0,3,3,2,2,2,2,2,0,3,2,3,2,2,2,3,3,3,3,3,2,0,3,2,2,2,3,2,3,0,3,3,3,3,3,3,0,3,3,3,2
894,Data Modeler,3,2,3,3,3,2,2,2,3,2,0,3,2,3,2,2,3,3,2,0,3,0,2,2,3,2,3,2,2,0,3,2,2,0,2,3,2,2,2,2,3,2,3,2,2,3,2,3
895,QA Manager,0,3,3,3,3,3,3,0,2,3,3,0,2,3,3,2,3,2,0,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,3,3,2,0
896,Machine Learning Engineer,3,2,3,0,3,0,2,2,3,3,3,2,2,3,3,2,3,0,3,3,2,2,2,2,0,3,2,2,3,3,2,3,2,3,3,3,2,2,3,2,3,0,2,3,3,3,2,3
897,Machine Learning Lead,3,0,0,2,2,3,3,0,3,3,0,2,3,2,3,3,3,2,3,2,2,2,2,3,3,0,3,2,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3
898,Software Development Director,3,2,2,3,2,3,3,2,2,0,2,3,0,3,3,0,3,3,3,2,2,2,3,2,0,2,2,0,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,2
899,UI Developer,2,3,2,3,2,3,3,2,3,3,3,2,2,2,3,0,3,0,3,2,3,0,2,2,3,0,3,3,0,3,3,2,2,2,3,3,3,2,2,2,3,3,2,2,3,3,3,3
